C_NAMEVI,C_NAMEEN,D_NAME,P_NAME,C_CODE,D_CODE,P_CODE,CODE_OLD
Nh©n HuÖ,Nhan Hue,ChÝ Linh,Hai Duong,10591,290,30,1070323
B¾c An,Bac An,ChÝ Linh,Hai Duong,10558,290,30,1070311
T©n D©n,Tan Dan,ChÝ Linh,Hai Duong,10603,290,30,1070333
V¨n An,Van An,ChÝ Linh,Hai Duong,10579,290,30,1070325
An L©m,An Lam,Nam S¸ch,Hai Duong,10645,291,30,1070531
Nam ChÝnh,Nam Chinh,Nam S¸ch,Hai Duong,10627,291,30,1070515
Nam §ång,Nam Dong,Nam S¸ch,Hai Duong,10672,291,30,1070533
Nam Hång,Nam Hong,Nam S¸ch,Hai Duong,10651,291,30,1070527
Thanh An,Thanh An,Thanh Hµ,Hai Duong,10831,294,30,1070707
Hång L¹c,Hong Lac,Thanh Hµ,Hai Duong,10816,294,30,1070703
Thanh X¸,Thanh Xa,Thanh Hµ,Hai Duong,10852,294,30,1070731
Hîp §øc,Hop Duc,Thanh Hµ,Hai Duong,10870,294,30,1070739
Thanh Hång,Thanh Hong,Thanh Hµ,Hai Duong,10879,294,30,1070747
T©n An,Tan An,Thanh Hµ,Hai Duong,10840,294,30,1070721
Ph­îng Kú,Phuong Ky,Tø Kú,Hai Duong,11137,298,30,1071527
T©y Kú,Tay Ky,Tø Kú,Hai Duong,11107,298,30,1071521
Quang Phôc,Quang Phuc,Tø Kú,Hai Duong,11101,298,30,1071513
Ngäc Kú,Ngoc Ky,Tø Kú,Hai Duong,11089,298,30,1071517
Kú S¬n,Ky Son,Tø Kú,Hai Duong,11080,298,30,1071505
§¹i Hîp,Dai Hop,Tø Kú,Hai Duong,11119,298,30,1071545
Gia T©n,Gia Tan,Gia Léc,Hai Duong,11029,297,30,1071331
T©n H­ng,Tan Hung,Gia Léc,Hai Duong,11011,297,30,1071327
Thèng NhÊt,Thong Nhat,Gia Léc,Hai Duong,11008,297,30,1071307
NhËt T©n,Nhat Tan,Gia Léc,Hai Duong,11068,297,30,1071345
P. CÈm Th­îng,Cam Thuong,Thµnh phè H¶i D­¬ng,Hai Duong,10507,288,30,1070113
P. TrÇn Phó,Tran Phu,Thµnh phè H¶i D­¬ng,Hai Duong,10528,288,30,1070107
T©n H­¬ng,Tan Huong,Ninh Giang,Hai Duong,11179,299,30,1072313
§ång T©m,Dong Tam,Ninh Giang,Hai Duong,11203,299,30,1072307
Ninh H¶i,Ninh Hai,Ninh Giang,Hai Duong,11200,299,30,1072331
Hång Phóc,Hong Phuc,Ninh Giang,Hai Duong,11230,299,30,1072339
V¨n Héi,Van Hoi,Ninh Giang,Hai Duong,11218,299,30,1072345
An §øc,An Duc,Ninh Giang,Hai Duong,11173,299,30,1072327
Diªn Hång,Dien Hong,Thanh MiÖn,Hai Duong,11290,300,30,1072105
Chi L¨ng B¾c,Chi Lang Bac,Thanh MiÖn,Hai Duong,11281,300,30,1072111
Hång Quang,Hong Quang,Thanh MiÖn,Hai Duong,11254,300,30,1072137
Cæ Bi,Co Bi,B×nh Giang,Hai Duong,10984,296,30,1071919
Hïng Th¾ng,Hung Thang,B×nh Giang,Hai Duong,10954,296,30,1071911
Th¸i Häc,Thai Hoc,B×nh Giang,Hai Duong,10981,296,30,1071925
Thóc Kh¸ng,Thuc Khang,B×nh Giang,Hai Duong,10969,296,30,1071935
Thèng Kªnh,Thong Kenh,Gia Léc,Hai Duong,11059,297,30,1071337
Th¹ch Lçi,Thach Loi,CÈm Giµng,Hai Duong,10906,295,30,1071709
CÈm §iÒn,Cam Dien,CÈm Giµng,Hai Duong,10936,295,30,1071735
Duy T©n,Duy Tan,Kinh M«n,Hai Duong,10696,292,30,1070943
HiÖp Hoµ,Hiep Hoa,Kinh M«n,Hai Duong,10708,292,30,1070917
§ång L¹c,Dong Lac,ChÝ Linh,Hai Duong,10600,290,30,1070339
§ång Gia,Dong Gia,Kim Thµnh,Hai Duong,10804,293,30,1071137
Kim Anh,Kim Anh,Kim Thµnh,Hai Duong,10780,293,30,1071123
TuÊn H­ng,Tuan Hung,Kim Thµnh,Hai Duong,10768,293,30,1071113
Céng Hoµ,Cong Hoa,Kim Thµnh,Hai Duong,10756,293,30,1071105
V¨n §øc,Van Duc,ChÝ Linh,Hai Duong,10585,290,30,1070331
Cæ Thµnh,Co Thanh,ChÝ Linh,Hai Duong,10576,290,30,1070315
Hîp TiÕn,Hop Tien,Nam S¸ch,Hai Duong,10615,291,30,1070511
AÝ Quèc,Ai Quoc,Nam S¸ch,Hai Duong,10660,291,30,1070535
Hång Phong,Hong Phong,Nam S¸ch,Hai Duong,10654,291,30,1070525
CÈm ChÕ,Cam Che,Thanh Hµ,Hai Duong,10828,294,30,1070713
Thanh Xu©n,Thanh Xuan,Thanh Hµ,Hai Duong,10855,294,30,1070733
Tr­êng Thµnh,Truong Thanh,Thanh Hµ,Hai Duong,10873,294,30,1070741
Thanh Khª,Thanh Khe,Thanh Hµ,Hai Duong,10849,294,30,1070729
TiÒn TiÕn,Tien Tien,Thanh Hµ,Hai Duong,10837,294,30,1070719
Tiªn §éng,Tien Dong,Tø Kú,Hai Duong,11143,298,30,1071533
V¨n Tè,Van To,Tø Kú,Hai Duong,11131,298,30,1071525
H­ng §¹o,Hung Dao,Tø Kú,Hai Duong,11086,298,30,1071509
T©n Kú,Tan Ky,Tø Kú,Hai Duong,11113,298,30,1071543
Gia kh¸nh,Gia Khanh,Gia Léc,Hai Duong,11035,297,30,1071335
Liªn Hång,Lien Hong,Gia Léc,Hai Duong,11005,297,30,1071305
Hång H­ng,Hong Hung,Gia Léc,Hai Duong,11050,297,30,1071321
Quang Minh,Quang Minh,Gia Léc,Hai Duong,11062,297,30,1071343
Lª Lîi,Le Loi,Gia Léc,Hai Duong,11041,297,30,1071315
P. Ph¹m Ngò L·o,Pham Ngu Lao,Thµnh phè H¶i D­¬ng,Hai Duong,10522,288,30,1070101
P. Quang Trung,Quang Trung,Thµnh phè H¶i D­¬ng,Hai Duong,10516,288,30,1070109
Cao An,Cao An,CÈm Giµng,Hai Duong,10927,295,30,1071723
CÈm §«ng,Cam Dong,CÈm Giµng,Hai Duong,10939,295,30,1071729
Ninh Thµnh,Ninh Thanh,Ninh Giang,Hai Duong,11182,299,30,1072311
Hång Phong,Hong Phong,Ninh Giang,Hai Duong,11224,299,30,1072333
V¹n Phóc,Van Phuc,Ninh Giang,Hai Duong,11176,299,30,1072323
Quang H­ng,Quang Hung,Ninh Giang,Hai Duong,1194,299,30,1072349
Ngò Hïng,Ngu Hung,Thanh MiÖn,Hai Duong,11275,300,30,1072113
§oµn KÕt,Doan Ket,Thanh MiÖn,Hai Duong,11263,300,30,1072131
Nh©n QuyÒn,Nhan Quyen,B×nh Giang,Hai Duong,10987,296,30,1071921
T©n ViÖt,Tan Viet,B×nh Giang,Hai Duong,10966,296,30,1071915
T©n Hång,Tan Hong,B×nh Giang,Hai Duong,10972,296,30,1071929
§oµn Tïng,Doan Tung,Thanh MiÖn,Hai Duong,11251,300,30,1072123
TiÒn Phong,Tien Phong,Thanh MiÖn,Hai Duong,11293,300,30,1072107
Nam Trung,Nam Trung,Nam S¸ch,Hai Duong,10633,291,30,1070517
T©n Tr­êng,Tan Truong,CÈm Giµng,Hai Duong,10930,295,30,1071731
An Sinh,An Sinh,Kinh M«n,Hai Duong,10723,292,30,1070935
B¹ch §»ng,Bach Dang,Kinh M«n,Hai Duong,10678,292,30,1070929
Long Xuyªn,Long Xuyen,Kinh M«n,Hai Duong,10738,292,30,1070909
Kim Xuyªn,Kim Xuyen,Kim Thµnh,Hai Duong,10771,293,30,1071115
Th¸i Häc,Thai Hoc,ChÝ Linh,Hai Duong,10588,290,30,1070329
An B×nh,An Binh,Nam S¸ch,Hai Duong,10630,291,30,1070543
Th¸i T©n,Thai Tan,Nam S¸ch,Hai Duong,10642,291,30,1070521
§«ng Kú,Dong Ky,Tø Kú,Hai Duong,11104,298,30,1071519
Qu¶ng NghiÖp,Quang nghiep,Tø Kú,Hai Duong,11122,298,30,1071547
Gia Xuyªn,Gia Xuyen,Gia Léc,Hai Duong,11017,297,30,1071329
Gia Hoµ,Gia Hoa,Gia Léc,Hai Duong,11023,297,30,1071313
Ph¹m TrÊn,Pham Tran,Gia Léc,Hai Duong,11053,297,30,1071347
Trïng Kh¸nh,Trung Khanh,Gia Léc,Hai Duong,11014,297,30,1071309
P. H¶i T©n,Hai Tan,Thµnh phè H¶i D­¬ng,Hai Duong,10537,288,30,1070121
P. B×nh Hµn,Binh Han,Thµnh phè H¶i D­¬ng,Hai Duong,10510,288,30,1070115
Uøng HoÌ,Ung Hoe,Ninh Giang,Hai Duong,11161,299,30,1072319
Hång Th¸i,Hong Thai,Ninh Giang,Hai Duong,11212,299,30,1072353
H­ng Th¸i,Hung Thai,Ninh Giang,Hai Duong,11221,299,30,1072343
Tr¸ng LiÖt,Trang Liet,B×nh Giang,Hai Duong,10957,296,30,1071905
Lª Hång,Le Hong,Thanh MiÖn,Hai Duong,11266,300,30,1072129
Th¸i Hoµ,Thai Hoa,B×nh Giang,Hai Duong,10993,296,30,1071931
L¹c Long,Lac Long,Kinh M«n,Hai Duong,10720,292,30,1070921
An Ch©u,An Chau,Nam S¸ch,Hai Duong,10663,291,30,1070539
Minh T©n,Minh Tan,Nam S¸ch,Hai Duong,10666,291,30,1070523
Ph­îng Hoµng,Phuong Hoang,Thanh Hµ,Hai Duong,10864,294,30,1070727
Quang Kh¶i,Quang Khai,Tø Kú,Hai Duong,11116,298,30,1071553
§øc X­¬ng,Duc Xuong,Gia Léc,Hai Duong,11071,297,30,1071341
Céng Hoµ,Cong Hoa,ChÝ Linh,Hai Duong,10570,290,30,1070317
H­ng §¹o,Hung Dao,ChÝ Linh,Hai Duong,10561,290,30,1070307
Hoµng Hoa Th¸m,Hoang Hoa Tham,ChÝ Linh,Hai Duong,10555,290,30,1070313
Lª Lîi,Le Loi,ChÝ Linh,Hai Duong,10564,290,30,1070309
Tø Minh,Tu Minh,Thµnh phè H¶i D­¬ng,Hai Duong,10540,288,30,1070125
Minh T©n,Minh Tan,Kinh M«n,Hai Duong,10702,292,30,1070947
TT. An L­u,An Luu,Kinh M«n,Hai Duong,10675,292,30,1070901
Phó Thø,Phu Thu,Kinh M«n,Hai Duong,10714,292,30,1070943
Minh Hoµ,Minh Hoa,Kinh M«n,Hai Duong,10747,292,30,1070903
Th¸i ThÞnh,Thai Thinh,Kinh M«n,Hai Duong,10741,292,30,1070907
Kim L­¬ng,Kim Luong,Kim Thµnh,Hai Duong,10783,293,30,1071119
CÈm La,Cam La,Kim Thµnh,Hai Duong,10795,293,30,1071133
HiÕn Thµnh,Hien Thanh,Kinh M«n,Hai Duong,10744,292,30,1070905
Tam Kú,Tam Ky,Kim Thµnh,Hai Duong,10801,293,30,1071141
Kim T©n,Kim Tan,Kim Thµnh,Hai Duong,10786,293,30,1071129
§¹i §øc,Dai Duc,Kim Thµnh,Hai Duong,10810,293,30,1071139
VÜnh LËp,Vinh Lap,Thanh Hµ,Hai Duong,10885,294,30,1070749
Thanh B×nh,Thanh Binh,Thanh Hµ,Hai Duong,10876,294,30,1070743
Thanh Cuong,Thang Cuong,Thanh Hµ,Hai Duong,10882,294,30,1070745
Liªn Hoµ,Lien Hoa,Kim Thµnh,Hai Duong,10807,293,30,1071135
Quang Trung,Quang Trung,Tø Kú,Hai Duong,11134,298,30,1071535
Nguyªn Gi¸p,Nguyen Giap,Tø Kú,Hai Duong,11146,298,30,1071537
Hµ Thanh,Ha Thanh,Tø Kú,Hai Duong,11152,298,30,1071539
TT Ninh Giang,Ninh Giang town,Ninh Giang,Hai Duong,11155,299,30,1072301
Hµ Kú,Ha Ky,Tø Kú,Hai Duong,11149,298,30,1071541
CÈm S¬n,Cam Son,CÈm Giµng,Hai Duong,10915,295,30,1071711
TT. Phó Th¸i,Phu Thai,Kim Thµnh,Hai Duong,10750,293,30,1071101
TT. Tø kú,Tu Ky town,Tø Kú,Hai Duong,11074,298,30,1071501
P. NguyÔn Tr·i,Nguyen Trai,Thµnh phè H¶i D­¬ng,Hai Duong,10519,288,30,1070103
TT. BÕn T¾m,Ben Tam town,ChÝ Linh,Hai Duong,10552,290,30,1070303
An L­¬ng,An Luong,Thanh Hµ,Hai Duong,10858,294,30,1070725
TT. CÈm Giµng,Cam Giang town,CÈm Giµng,Hai Duong,10888,295,30,1071701
Kªnh Giang,Kenh Giang,ChÝ Linh,Hai Duong,10597,290,30,1070337
P. TrÇn H­ng §¹o,Tran Hung Dao,Thµnh phè H¶i D­¬ng,Hai Duong,10525,288,30,1070111
TT KÎ SÆt,Ke Sat town,B×nh Giang,Hai Duong,10945,296,30,1071901
T©n B×nh,Tan Binh,Phông HiÖp,Hau Giang,31399,934,93,8250903
Hoµ Mü,Hoa My,Phông HiÖp,Hau Giang,31420,934,93,8250913
Ph­¬ng B×nh,Phuong Binh,Phông HiÖp,Hau Giang,31426,934,93,8250917
§¹i Thµnh,Dai Thanh,Phông HiÖp,Hau Giang,31411,934,93,8250909
Phông HiÖp,Phung Hiep,Phông HiÖp,Hau Giang,31417,934,93,8250911
VÜnh ViÔn,Vinh Vien,Long Mü,Hau Giang,31489,936,93,8251315
ThuËn H­ng,Thuan Hung,Long Mü,Hau Giang,31483,936,93,8251311
Long TrÞ,Long Tri,Long Mü,Hau Giang,31477,936,93,8251307
Thij trÊn Long Mü,TT. Long My,Long Mü,Hau Giang,31471,936,93,8251301
Ho¶ TiÕn,Hoa Tien,VÞ Thanh,Hau Giang,31339,930,93,8250213
Ho¶ Lùu,Hoa Luu,VÞ Thanh,Hau Giang,31336,930,93,8250211
VÜnh T­êng,Vinh Tuong,VÞ Thuû,Hau Giang,31459,935,93,8251113
VÞ T©n,Vi Tan,VÞ Thanh,Hau Giang,31333,930,93,8250209
VÜnh ThuËn T©y,Vinh Thuan Tay,VÞ Thuû,Hau Giang,31453,935,93,8251109
Long B×nh,Long Binh,Long Mü,Hau Giang,31474,936,93,8251305
VÜnh ThuËn §«ng,Vinh Thuan Dong,Long Mü,Hau Giang,31486,936,93,8251313
VÞ Th¾ng,Vi Thang,VÞ Thuû,Hau Giang,31450,935,93,8251107
Nµng Mau,Nang Mau,VÞ Thuû,Hau Giang,31441,935,93,8251101
VÞ Thuû,Vi Thuy,VÞ Thuû,Hau Giang,31447,935,93,8251105
VÜnh Trung,Vinh Trung,VÞ Thuû,Hau Giang,31456,935,93,8251111
VÞ Trung,Vi Trung,VÞ Thuû,Hau Giang,31444,935,93,8251103
VÞ §«ng,Vi Dong,VÞ Thuû,Hau Giang,31462,935,93,8251115
VÞ Thanh,Vi Thanh,VÞ Thuû,Hau Giang,31465,935,93,8251117
VÞ B×nh,Vi Binh,VÞ Thuû,Hau Giang,31468,935,93,8251119
P. 5,P. 5,VÞ Thanh,Hau Giang,31327,930,93,8250207
P. 1,P. 1,VÞ Thanh,Hau Giang,31318,930,93,8250201
P. 4,P. 4,VÞ Thanh,Hau Giang,31324,930,93,8250205
P. 3,P. 3,VÞ Thanh,Hau Giang,31321,930,93,8250203
Ph­¬ng Phó,Phuong Phu,Phông HiÖp,Hau Giang,31435,934,93,8250923
HiÖp H­ng,Hiep Hung,Phông HiÖp,Hau Giang,31429,934,93,8250919
C©y D­¬ng,Cay Duong,Phông HiÖp,Hau Giang,31396,934,93,8250903
T©n Long,Tan Long,Phông HiÖp,Hau Giang,31438,934,93,8250925
Hoµ An,Hoa An,Phông HiÖp,Hau Giang,31423,934,93,8250915
§«ng Ph­íc,Dong Phuoc,Ch©u Thµnh,Hau Giang,31384,933,93,8250727
§«ng Th¹nh,Dong Thanh,Ch©u Thµnh,Hau Giang,31369,933,93,8250719
T©n Hoµ,Tan Hoa,Ch©u Thµnh  A,Hau Giang,31354,932,93,8250609
Phó H÷u,Phu Huu,Ch©u Thµnh,Hau Giang,31378,933,93,8250725
Phông HiÖp,Phung Hiep,Phông HiÖp,Hau Giang,31390,934,93,8250901
T©n Ph­íc H­ng,Tan Phuoc Hung,Phông HiÖp,Hau Giang,31432,934,93,8250921
Long Phó,Long Phu,Long Mü,Hau Giang,31480,936,93,8251309
X¶ Phiªn,Xa Phien,Long Mü,Hau Giang,31495,936,93,8251319
L­¬ng T©m,Luong Tam,Long Mü,Hau Giang,31492,936,93,8251317
T©n ThuËn,Tan Thuan,Ch©u Thµnh  A,Hau Giang,31345,932,93,8250601
Tr­êng Long Tay,Truong Long Tay,Ch©u Thµnh  A,Hau Giang,31348,932,93,8250607
Phó An,Phu An,Ch©u Thµnh,Hau Giang,31372,933,93,8250721
§«ng Phó,Dong Phu,Ch©u Thµnh,Hau Giang,31375,933,93,8250723
T©n Phó Th¹nh,Tan Phu Thanh,Ch©u Thµnh  A,Hau Giang,31363,932,93,8250615
Thanh Xu©n,Thanh Xuan,Ch©u Thµnh  A,Hau Giang,31360,932,93,8250613
Th¹nh Hoµ,Thanh Hoa,Phông HiÖp,Hau Giang,31405,934,93,8250905
Long Th¹nh,Long Thanh,Phông HiÖp,Hau Giang,31408,934,93,8250907
ThÞ trÊn Kinh Cïng,TT.Kinh Cung,Phông HiÖp,Hau Giang,31393,934,93,8250902
ThÞ TrÊn Ng· S¸u,TT.Nga Sau,Ch©u Thµnh,Hau Giang,31366,933,93,0
§«ng Ph­íc A,Dong Phuoc A,Ch©u Thµnh,Hau Giang,31387,933,93,0
Tr­êng Long A,Truong Long A,Ch©u Thµnh  A,Hau Giang,31351,932,93,93
Phó H÷u A,Phu Huu A,Ch©u Thµnh,Hau Giang,31381,933,93,93
Nh¬n nghÜa A,Nhon Nghia A,Ch©u Thanh A,Hau Giang,31357,932,93,93
Phöôøng 16,P.16,Quaän Goø Vaáp,TP.Ho Chi Minh,26878,764,79,7012521
Phöôøng 11,P.11,Quaän Goø Vaáp,TP.Ho Chi Minh,26899,764,79,7012513
Phöôøng 5,P.5,Quaän Goø Vaáp,TP.Ho Chi Minh,26887,764,79,7012507
Phöôøng 10,P.10,Quaän Goø Vaáp,TP.Ho Chi Minh,26884,764,79,7012511
Phöôøng 7,P.7,Quaän Goø Vaáp,TP.Ho Chi Minh,26890,764,79,7012509
Phöôøng 3,P.3,Quaän Goø Vaáp,TP.Ho Chi Minh,26902,764,79,7012503
Phöôøng 1,P. 1,Quaän Goø Vaáp,TP.Ho Chi Minh,26896,764,79,7012501
Phöôøng 26,P.26,Quaän Bình Thaïnh,TP.Ho Chi Minh,26914,765,79,7012935
Phöôøng 12,P.12,Quaän Bình Thaïnh,TP.Ho Chi Minh,26917,765,79,7012915
Phöôøng 9,P.9,Quaän Phuù Nhuaän,TP.Ho Chi Minh,27049,768,79,7013115
Phöôøng 14,P.14,Quaän Bình Thaïnh,TP.Ho Chi Minh,26935,765,79,7012919
Phöôøng 7,P. 7,Quaän Bình Thaïnh,TP.Ho Chi Minh,26926,765,79,7012911
Phöôøng 24,P. 24,Quaän Bình Thaïnh,TP.Ho Chi Minh,26929,765,79,7012931
Phöôøng 7,P. 7,Quaän Phuù Nhuaän,TP.Ho Chi Minh,27052,768,79,7013111
Phöôøng 15,P.15,Quaän Bình Thaïnh,TP.Ho Chi Minh,26938,765,79,7012921
Phöôøng 3,P.3,Quaän Bình Thaïnh,TP.Ho Chi Minh,26947,765,79,7012905
Phöôøng 2,P.2,Quaän Phuù Nhuaän,TP.Ho Chi Minh,27061,768,79,7013103
Phöôøng 1,P. 1,Quaän Bình Thaïnh,TP.Ho Chi Minh,26944,765,79,7012901
Phöôøng 2,P.2,Quaän Bình Thaïnh,TP.Ho Chi Minh,26941,765,79,7012903
Phöôøng 21,P.21,Quaän Bình Thaïnh,TP.Ho Chi Minh,26953,765,79,7012927
Phöôøng 17,P.17,Quaän Bình Thaïnh,TP.Ho Chi Minh,26950,765,79,7012923
Phöôøng 8,P.8,Quaän Phuù Nhuaän,TP.Ho Chi Minh,27064,768,79,7013113
Phöôøng 10,P.10,Quaän Phuù Nhuaän,TP.Ho Chi Minh,27070,768,79,7013117
Phöôøng 19,P.19,Quaän Bình Thaïnh,TP.Ho Chi Minh,26959,765,79,7012925
Phöôøng 12,P.12,Quaän Phuù Nhuaän,TP.Ho Chi Minh,27082,768,79,7013121
Phöôøng 13,P.13,Quaän Phuù Nhuaän,TP.Ho Chi Minh,27085,768,79,7013123
Phöôøng 6,P.6,Quaän 3,TP.Ho Chi Minh,27139,770,79,7010511
Phöôøng 13,P.13,Quaän 10,TP.Ho Chi Minh,27166,771,79,7011925
Phöôøng 12,P.12,Quaän 10,TP.Ho Chi Minh,27172,771,79,7011923
Phöôøng 15,P.15,Quaän 11,TP.Ho Chi Minh,27208,772,79,7012129
Phöôøng 4,P.4,Quaän 3,TP.Ho Chi Minh,27148,770,79,7010507
Phöôøng 11,P.11,Quaän 10,TP.Ho Chi Minh,27175,771,79,7011921
Phöôøng 5,P.5,Quaän 11,TP.Ho Chi Minh,27211,772,79,7012109
Phöôøng 5,P.5,Quaän 3,TP.Ho Chi Minh,27151,770,79,7010509
Phöôøng 14,P.14,Quaän 11,TP.Ho Chi Minh,27214,772,79,7012127
Phöôøng 10,P.10,Quaän 10,TP.Ho Chi Minh,27178,771,79,7011919
Phöôøng Coãu OÂng Laõnh,Cau Ong Lanh,Quaän 1,TP.Ho Chi Minh,26752,760,79,7010113
Phöôøng 9,P.9,Quaän 10,TP.Ho Chi Minh,27181,771,79,7011917
Phöôøng 2,P.2,Quaän 10,TP.Ho Chi Minh,27190,771,79,7011903
Phöôøng 1,P. 1,Quaän 10,TP.Ho Chi Minh,27184,771,79,7011901
Phöôøng 8,P.8,Quaän 10,TP.Ho Chi Minh,27187,771,79,7011915
Phöôøng 10,P.10,Quaän 11,TP.Ho Chi Minh,27223,772,79,7012119
Phöôøng 4,P.4,Quaän 10,TP.Ho Chi Minh,27193,771,79,7011907
Phöôøng 6,P.6,Quaän 10,TP.Ho Chi Minh,27202,771,79,7011911
Phöôøng 4,P.4,Quaän 5,TP.Ho Chi Minh,27301,774,79,7010907
Phöôøng 7,P.7,Quaän 10,TP.Ho Chi Minh,27196,771,79,7011913
Phöôøng 6,P. 6,Quaän 4,TP.Ho Chi Minh,27265,773,79,7010711
Phöôøng 7,P.7,Quaän 11,TP.Ho Chi Minh,27238,772,79,7012113
Phöôøng 12,P.12,Quaän 11,TP.Ho Chi Minh,27235,772,79,7012123
Phöôøng 5,P.5,Quaän 4,TP.Ho Chi Minh,27274,773,79,7010709
Phöôøng 3,P.3,Quaän 5,TP.Ho Chi Minh,27307,774,79,7010905
Phöôøng 2,P.2,Quaän 5,TP.Ho Chi Minh,27313,774,79,7010903
Phöôøng 2,P.2,Quaän 4,TP.Ho Chi Minh,27292,773,79,7010703
Phöôøng 12,P.12,Quaän 5,TP.Ho Chi Minh,27310,774,79,7010923
Phöôøng 16,P.16,Quaän 11,TP.Ho Chi Minh,27253,772,79,7012131
Phöôøng 1,P. 1,Quaän 11,TP.Ho Chi Minh,27247,772,79,7012101
Phöôøng 2,P.2,Quaän 11,TP.Ho Chi Minh,27250,772,79,7012103
Phöôøng 8,P.8,Quaän 5,TP.Ho Chi Minh,27316,774,79,7010915
Phöôøng 3,P.3,Quaän 4,TP.Ho Chi Minh,27286,773,79,7010705
Phöôøng 15,P.15,Quaän 5,TP.Ho Chi Minh,27319,774,79,7010929
Phöôøng 1,P.1,Quaän 5,TP.Ho Chi Minh,27325,774,79,7010901
Phöôøng 7,P.7,Quaän 5,TP.Ho Chi Minh,27322,774,79,7010913
Phöôøng 11,P.11,Quaän 5,TP.Ho Chi Minh,27328,774,79,7010921
Phöôøng 9,P.9,Quaän 6,TP.Ho Chi Minh,27352,775,79,7011117
Phöôøng 14,P.14,Quaän 5,TP.Ho Chi Minh,27331,774,79,7010927
Phöôøng 5,P.5,Quaän 5,TP.Ho Chi Minh,27334,774,79,7010909
Phöôøng 12,P.12,Quaän 6,TP.Ho Chi Minh,27358,775,79,7011123
Phöôøng 6,P.6,Quaän 5,TP.Ho Chi Minh,27337,774,79,7010911
Phöôøng 10,P.10,Quaän 5,TP.Ho Chi Minh,27340,774,79,7010919
Phöôøng 2,P.2,Quaän 8,TP.Ho Chi Minh,27391,776,79,7011503
Phöôøng 3,P.3,Quaän 8,TP.Ho Chi Minh,27397,776,79,7011505
Phöôøng 11,P.11,Quaän 6,TP.Ho Chi Minh,27364,775,79,7011121
Phöôøng 4,P.4,Quaän 8,TP.Ho Chi Minh,27409,776,79,7011507
Phöôøng 4,P.4,Quaän 6,TP.Ho Chi Minh,27373,775,79,7011107
Phöôøng 8,P.8,Quaän 6,TP.Ho Chi Minh,27376,775,79,7011115
Phöôøng 5,P.5,Quaän 8,TP.Ho Chi Minh,27418,776,79,7011509
Phöôøng 14,P.14,Quaän 8,TP.Ho Chi Minh,27421,776,79,7011527
Phöôøng 7,P.7,Quaän 6,TP.Ho Chi Minh,27382,775,79,7011113
Phöôøng 15,P.15,Quaän 8,TP.Ho Chi Minh,27427,776,79,7011529
Phöôøng 7,P.7,Quaän 8,TP.Ho Chi Minh,27433,776,79,7011513
Phöôøng 4,P.4,Quaän Goø Vaáp,TP.Ho Chi Minh,26893,764,79,7012505
Phöôøng 6,P.6,Quaän Bình Thaïnh,TP.Ho Chi Minh,26932,765,79,7012909
Phöôøng 5,P.5,Quaän Bình Thaïnh,TP.Ho Chi Minh,26923,765,79,7012907
Phöôøng 6,P.6,Quaän 11,TP.Ho Chi Minh,27241,772,79,7012111
Phöôøng 4,P.4,Quaän 11,TP.Ho Chi Minh,27244,772,79,7012107
Phöôøng 3,P.3,Quaän 6,TP.Ho Chi Minh,27379,775,79,7011105
Phöôøng 5,P. 5,Quaän 6,TP.Ho Chi Minh,27361,775,79,7011109
Phöôøng 6,P.6,Quaän 6,TP.Ho Chi Minh,27355,775,79,7011111
Taân Ñònh,Tan Dinh,Quaän 1,TP.Ho Chi Minh,26734,760,79,7010101
Ña Kao,Da Cao,Quaän 1,TP.Ho Chi Minh,26737,760,79,7010103
Phöôøng Beán Thaønh,Ben Thanh,Quaän 1,TP.Ho Chi Minh,26743,760,79,7010107
Phöôøng Coâ Giang,Co Giang,Quaän 1,TP.Ho Chi Minh,26755,760,79,7010115
Caàu Kho,Cau Kho,Quaän 1,TP.Ho Chi Minh,26761,760,79,7010119
Phöôøng Nguyeãn Cö Trinh,Nguyen Cu Trinh,Quaän 1,TP.Ho Chi Minh,26758,760,79,7010117
Phöôøng Phaïm Nguõ Laõo,Pham Ngu Lao,Quaän 1,TP.Ho Chi Minh,26749,760,79,7010111
Phöôøng 1,P.1,Quaän 3,TP.Ho Chi Minh,27160,770,79,7010501
Phöôøng 2,P.2,Quaän 3,TP.Ho Chi Minh,27157,770,79,7010503
Phöôøng 7,P.7,Quaän 3,TP.Ho Chi Minh,27124,770,79,7010513
Phöôøng 14,P.14,Quaän 3,TP.Ho Chi Minh,27127,770,79,7010527
Phöôøng 10,P.10,Quaän 3,TP.Ho Chi Minh,27145,770,79,7010519
Phöôøng 9,P.9,Quaän 3,TP.Ho Chi Minh,27142,770,79,7010517
Phöôøng 12,P.12,Quaän 8,TP.Ho Chi Minh,27415,776,79,7011523
Phöôøng 10,P.10,Quaän 8,TP.Ho Chi Minh,27406,776,79,7011519
Phöôøng 3,P.3,Quaän 10,TP.Ho Chi Minh,27205,771,79,7011905
Phöôøng 5,P.5,Quaän 10,TP.Ho Chi Minh,27199,771,79,7011909
Phöôøng 4,P. 4,Quaän Phuù Nhuaän,TP.Ho Chi Minh,27043,768,79,7013107
Phöôøng 3,P.3,Quaän Phuù Nhuaän,TP.Ho Chi Minh,27055,768,79,7013105
Phöôøng 7,P.7,Quaän Taân Bình,TP.Ho Chi Minh,26986,766,79,7012713
